部分,考试类型,问题类型,问答对,筛选后三元组
证书考试,全国中小学教师资格考试笔试,报名篇,问：看到报名条件有说上海市普通高等院校以及户籍在上海的外地普通高等院校全日制三年级（含在读专升本第四学年）及以上考生和全日制在读研究生。考生通过成人高考考入高校第三年，成人教育是否可以报考教资考笔试？答：自学考试/成人教育/网络教育/境外教育在读生不能报考教师资格考试，必须取得相应学历证书后才能报考。,"['(全国中小学教师资格考试笔试, 报考需取得, 学历证书)', '(教资考笔试, 别名, 全国中小学教师资格考试笔试)']"
证书考试,全国中小学教师资格考试笔试,报名篇,问：师范类学生是否需要参加教师资格考试？答：根据《教育部关于推进师范生免试认定中小学教师资格改革的通知》（教师函〔2022〕1号）文件精神，参加免试认定改革的高校教育类研究生、师范生，可参加学校组织的教育教学能力考核，也可自愿参加国家中小学教师资格考试。考生是否符合教育部规定的免试政策，可以向本人所在学校咨询。,"['(教育部, 发布, 教育部关于推进师范生免试认定中小学教师资格改革的通知)', '(教育类研究生, 被纳入, 免试认定改革)', '(教育类研究生及师范生, 适用政策, 师范生免试认定中小学教师资格改革)', '(免试认定改革, 允许参加, 学校组织的教育教学能力考核)', '(教育部, 规定, 免试政策)', '(学校, 组织, 教育教学能力考核)']"
证书考试,全国中小学教师资格考试笔试,报名篇,问：教资考只要笔试通过了就可以获得教师资格吗？答：符合考试条件的人员，可以报名参加考试；考试分笔试和面试两部分。笔试通过人员，可以报名参加面试；面试通过，并符合认定申请条件人员，可以申请教师资格认定。,[]
证书考试,全国中小学教师资格考试笔试,报名篇,问：面试的要求和政策规定也是考试院负责吗？答：有关面试的政策与具体要求及教师资格认定，可登录上海市教师教育学院主办的上海教育人才网（https://shehr.shec.edu.cn/）查询。咨询电话：62523036。,"['(上海市教师教育学院, 主办, 上海教育人才网)', '(上海教育人才网, 提供, 面试的政策与具体要求及教师资格认定信息)', '(上海教育人才网, 提供, 面试政策及具体要求)', '(上海教育人才网, 可查询, 教师资格认定政策与要求)']"
证书考试,全国中小学教师资格考试笔试,报名篇,问：怎么确认自己专业属于师范类？答：请考生向自己所在高校进行确认。,[]
证书考试,全国中小学教师资格考试笔试,报名篇,问：报名时填报的科目代码是什么？答：考生可以通过“上海招考热线”网站（www.shmeea.edu.cn）首页—证书考试—全国中小学教师资格考试笔试栏目内发布的“20XX年上半年/下半年中小学教师资格考试（笔试）上海考区报名公告 ”内附件《20XX年上半年/下半年中小学教师资格考试（笔试）科目代码列表》查看代码信息。,"['(全国中小学教师资格考试笔试, 属于, 证书考试)']"
证书考试,全国中小学教师资格考试笔试,报名篇,问：中小学教师资格考试笔试如何报名？答：报名分考生网上信息输入、报名信息确认和网上缴费三个阶段。考生在报名期间登录中小学教师资格考试网站（http://ntce.neea.edu.cn）需首先进行注册。所有考生（含以前参加过中小学教师资格考试的考生）报名前均需注册，已参加过中小学教师资格考试的考生注册操作不影响已获得的成绩。注册时要求考生填写姓名、身份证号等信息。然后按照流程填写个人信息、上传电子照片。考生根据本人情况选择考区和考试科目。考生报名信息先由各考区进行网上智能审核（考生填报信息与市大数据中心查询的户籍、居住证、学籍信息做一致性判定），在此期间考生可自行登录报名网站，若显示“待缴费”，表明考生符合报考条件通过了资格审核；若显示“审核不通过”，表明考生填报信息与市大数据中心查询的信息不一致，智能审核未通过。如果“审核不通过”的考生认为自己符合报考要求（如近期内才取得上海市居住证等），须登入中小学教师资格考试官网（http://ntce.neea.edu.cn/）再次提交报名信息后，进入待审核状态，再扫描报名公告中二维码登录“中小学教师资格考试（笔试）报名审核资料提交系统”在线提交相关证明材料。各区和直属高校考区和将根据考生填报的报考信息结合上传的证明材料进行人工审核，请考生及时关注报名网站中的审核状态。如人工审核不通过，考生可重新提交材料，每位考生最多提交三次。考生的报名信息确认审核通过即报名网站中显示“待缴费”，考生可在缴费截止日前自行登录中小学教师资格考试网完成网上缴费，缴费完成后即为报名成功。逾期未在网上缴费者本次报名无效。,"['(考生, 需完成, 网上信息输入)', '(考生, 需完成, 报名确认)', '(考生报名流程, 需完成阶段, 网上缴费)', '(考生, 访问, 中小学教师资格考试报名网站)', '(注册, 需要填写, 身份证号码)', '(考生, 填写, 个人信息)', '(考生, 上传, 电子照片)', '(考生, 选择, 考区)', '(考生, 选择, 考试科目)', '(网上智能审核, 数据比对来源, 市大数据中心)', '(市大数据中心, 查询, 户籍)', '(市大数据中心, 查询, 居住证)', '(中小学教师资格考试笔试报名审核通过状态, 显示状态为, 待缴费)', '(审核不通过的考生, 需提交, 相关证明材料)', '(区和直属高校考区, 执行, 人工审核)', '(报名成功, 前提条件, 网上缴费)', '(逾期未在网上缴费者, 导致, 报名无效)']"
证书考试,全国中小学教师资格考试笔试,报名篇,问：中小学教师资格考试笔试报名时间答：教资考每年举行两次，详细时间请关注“上海招考热线”网站（www.shmeea.edu.cn）首页—证书考试—全国中小学教师资格考试笔试栏目内发布的“20XX年上半年/下半年中小学教师资格考试（笔试）上海考区报名公告 ”注：2023年上半年于3月11日、下半年9月16日。,"['(全国中小学教师资格考试笔试, 发布报名信息渠道, 上海市教育考试院报名网站)', '(上海招考热线网站, 发布, 全国中小学教师资格考试笔试上海考区报名公告)', '(全国中小学教师资格考试笔试, 包含考区, 上海考区)', '(2023年上半年, 考试日期, 3月11日)', '(2023年下半年全国中小学教师资格考试笔试, 考试日期, 9月16日)']"
证书考试,全国中小学教师资格考试笔试,报名篇,问：学信网上查不到学籍报告怎么办？答：请在中小学教师资格考试报名网站上如实填写您的学籍情况。考生本人需对填报信息的真实性、准确性负责，并承担相应后果。下半年入学新生网上没有学信网信息，考生可以在规定时间内上传录取通知书作为审核依据。,"['(报名篇, 属于, 全国中小学教师资格考试笔试)', '(学籍报告, 查询于, 学信网)', '(中小学教师资格考试报名网站, 用于, 填报学籍信息)', '(考生, 需负责, 填报信息的真实性和准确性)', '(下半年入学新生, 上传, 录取通知书)', '(录取通知书, 用作, 审核依据)']"
证书考试,全国中小学教师资格考试笔试,报名篇,问：报名过程中选错考区，系统显示考生信息“待审核”，如何重新报考？答：考生可以先取消报考学科，再重新选择考区进行报考。,"['(考生信息, 状态, 待审核)', '(报名, 需先取消, 报考学科)']"
证书考试,全国中小学教师资格考试笔试,报名篇,问：报名审核已通过或已经缴费成功，还可以修改考区、考试科目等报名信息吗？答：不可以。请考生在报名时，认真逐项核对信息内容，因录入信息错误而造成的后果，由考生本人承担。,"['(全国中小学教师资格考试笔试, 包含步骤, 缴费)', '(报名审核已通过或缴费成功, 不可修改, 考区)', '(报名信息, 包含, 考区)', '(报名信息, 包含, 考试科目)', '(考生, 核对, 报名信息)']"
证书考试,全国中小学教师资格考试笔试,报名篇,问：笔试报名需要现场审核吗？答：上海市实行笔试报名信息网上智能审核确认，考生无需到现场审核，请在报名公告中规定时间重新登录网站查询审核结果，如审核通过，可按规定时间办理缴费手续。如审核未通过，请按未通过的原因修改并重新提交报名信息，等待再次审核。,[]
证书考试,全国中小学教师资格考试笔试,报名篇,问：教资考有补报名？错过了审核、缴费时间怎么办？答：教资考没有补报名，逾期视作自动放弃报名。,"['(教资考, 全称, 全国中小学教师资格考试笔试)', '(全国中小学教师资格考试笔试, 不提供, 补报名)', '(逾期, 视作, 自动放弃报名)', '(全国中小学教师资格考试笔试, 需完成, 审核)']"
证书考试,全国中小学教师资格考试笔试,报名篇,问：笔试与其他考试时间冲突，我可以要求更改考试时间段吗？答：不可以。中小学教师资格考试为全国统一考试，考试时间不可随意变更。如与考生报考的其他考试时间发生冲突，请考生自主选择，责任自负。,"['(全国中小学教师资格考试笔试, 属于, 全国统一考试)', '(全国中小学教师资格考试笔试, 属于, 全国中小学教师资格考试笔试)']"
证书考试,全国中小学教师资格考试笔试,报名篇,问：报名后不想参加考试可以退费吗？答：缴费成功后报名系统不支持费用退还。,[]
证书考试,全国中小学教师资格考试笔试,报名篇,问：我的姓名改了，怎么更改教师资格考试身份信息？答：考生考试期间出现更名的情况，由本人书面申请，带身份证、户口簿原件，在上海市教育考试院规定接待时间（周二下午1:30-4:00 周五上午9:00—11:00，国定节假日除外）进行登记，市教育考试院核实情况后上报教育部教育考试院统一变更。,"['(考生, 需提交, 书面申请)', '(书面申请, 需携带, 居民身份证)', '(上海教育考试院, 规定, 接待时间)', '(身份信息变更登记, 办理机构, 上海教育考试院)', '(考生, 需登记, 更名情况)', '(上海教育考试院, 上报, 教育考试院)', '(教育考试院, 统一变更, 考生身份信息)']"
证书考试,全国中小学教师资格考试笔试,考试篇,问：中小学教师资格考试的命题依据是什么？有无官方指定教材？答：中小学教师资格考试的命题依据是国家制定的中小学教师资格考试标准和考试大纲，笔试面试不指定考试用参考教材。考生可自行登录中小学教师资格考试网（http://ntce.neea.edu.cn）网页上方“资料下载”模块选择“考试标准”“笔试大纲”“面试大纲”。,"['(全国中小学教师资格考试笔试, 命题依据, 中小学教师资格考试标准和考试大纲)', '(全国中小学教师资格考试笔试, 命题依据, 中小学教师资格考试标准和考试大纲)', '(全国中小学教师资格考试笔试, 不指定, 考试用参考教材)', '(全国中小学教师资格考试笔试, 包含, 全国中小学教师资格考试笔试)', '(中小学教师资格考试报名网站, 包含模块, 资料下载)', '(资料下载, 提供, 考试标准)', '(资料下载模块, 提供, 笔试大纲)', '(中小学教师资格考试网资料下载模块, 提供, 面试大纲)', '(考试大纲, 包含, 笔试大纲)']"
证书考试,全国中小学教师资格考试笔试,考试篇,问：中小学教师资格考试采用什么考试方式？答：考试分为笔试和面试两部分。笔试采用纸笔考试方式进行。具体考试方式将根据教育部教育考试院统一部署执行。面试采用结构化面试、情景模拟等方式进行，考生通过抽题、备课、试讲、答辩等环节，完成面试。笔试各科目考试时间为120分钟，面试考试时间为20分钟。,"['(全国中小学教师资格考试笔试, 包含, 笔试)', '(全国中小学教师资格考试笔试, 包含, 面试)', '(笔试, 采用, 纸笔考试方式)', '(中小学教师资格考试面试, 采用, 结构化面试)', '(面试, 采用, 情景模拟)', '(面试, 包含环节, 抽题)', '(面试, 包含环节, 备课)', '(面试, 包含环节, 试讲)', '(面试, 包含环节, 答辩)', '(全国中小学教师资格考试笔试, 各科目考试时长, 120分钟)', '(面试, 考试时间, 20分钟)', '(教育考试院, 部署, 笔试考试方式)', '(笔试, 考试时间, 120分钟)', '(面试, 考试时间, 20分钟)']"
证书考试,全国中小学教师资格考试笔试,考试篇,问：中小学教师资格考试笔试部分主要考核什么内容？答：笔试主要考核申请人从事教师职业所应具备的教育理念、职业道德和教育法律法规知识；科学文化素养和阅读理解、语言表达、逻辑推理和信息处理等基本能力；教育教学、学生指导和班级管理的基本知识；拟任教学科（专业）领域的基本知识，教学设计、实施、评价的知识和方法，运用所学知识分析和解决教育教学实际问题的能力。,"['(全国中小学教师资格考试笔试, 考核, 教育理念)', '(全国中小学教师资格考试笔试, 考核, 职业道德)', '(全国中小学教师资格考试笔试, 考核, 教育法律法规知识)', '(全国中小学教师资格考试笔试, 考核, 科学文化素养)', '(全国中小学教师资格考试笔试, 考核, 阅读理解能力)', '(全国中小学教师资格考试笔试, 考核, 语言表达能力)', '(全国中小学教师资格考试笔试, 考核, 逻辑推理)', '(全国中小学教师资格考试笔试, 考核, 信息处理能力)', '(全国中小学教师资格考试笔试, 考核, 教育教学的基本知识)', '(全国中小学教师资格考试笔试, 考核, 学生指导)', '(全国中小学教师资格考试笔试, 考核, 班级管理的基本知识)', '(全国中小学教师资格考试笔试, 考核, 评价的知识和方法)', '(全国中小学教师资格考试笔试, 考核, 分析和解决教育教学实际问题能力)']"
证书考试,全国中小学教师资格考试笔试,考试篇,问：中小学教师资格考试面试主要考核什么内容？答：面试主要考核申请人的职业道德、心理素质、仪表仪态、言语表达、思维品质等教师基本素养和教学设计、教学实施、教学评价等教学基本技能。根据上海市基础教育发展需要和教师队伍实际情况，适时在不同的教师资格种类中，增加相应的面试内容。中职专业课和中职实习指导教师资格以及初中、高中、中职文化课教师资格中的心理健康教育、日语、俄语三门学科，面试中先进行30分钟科目考试（考试形式为机考），然后再进行下一环节20分钟备课，科目考试题由通试题（20道）和专业题（30道）共50道题构成，题型全为单一选择题。科目考试成绩按30%计入面试总成绩。,[]
证书考试,全国中小学教师资格考试笔试,考试篇,问：“综合素质”主要考查哪些知识和能力？答：职业理念、教育法律法规、教师职业道德规范、文化素养和基本能力。,"['(全国中小学教师资格考试笔试, 包含, 综合素质)', '(综合素质, 考查, 职业理念)', '(综合素质, 考查, 教育法律法规)', '(综合素质, 考查, 教师职业道德规范)', '(综合素质, 考查, 文化素养)', '(综合素质, 考查, 基本能力)']"
证书考试,全国中小学教师资格考试笔试,考试篇,问：“保教知识与能力”主要考查哪些知识和能力？答：学前教育原理、学前儿童发展、生活指导、环境创设、游戏活动的指导、教育活动的组织与实施,"['(保教知识与能力, 是科目, 全国中小学教师资格考试笔试)', '(保教知识与能力, 考查, 学前教育原理)', '(保教知识与能力, 考查, 学前儿童发展)', '(保教知识与能力, 考查, 生活指导)', '(保教知识与能力, 考查, 环境创设)', '(保教知识与能力, 考查, 游戏活动的指导)', '(保教知识与能力, 考查, 教育活动的组织与实施)']"
证书考试,全国中小学教师资格考试笔试,考试篇,问：“教育教学知识与能力”（小学） 主要考查哪些知识和能力？答：教育基础、学生指导、班级管理、学科知识、教学设计、教学实施、教学评价。,[]
证书考试,全国中小学教师资格考试笔试,考试篇,问：“教育知识与能力” （中学）主要考查哪些知识和能力？答：教育基础知识和基本原理、中学教学、中学生学习心理、中学德育、中学课程、中学生发展心理、中学生心理辅导、中学班级管理与教师心理。,"['(证书考试, 包含, 全国中小学教师资格考试笔试)', '(教育知识与能力, 考查, 教育基础知识和基本原理)', '(教育知识与能力, 考查, 中学生学习心理)', '(教育知识与能力, 考查, 中学课程)', '(教育知识与能力, 考查, 中学生发展心理)', '(教育知识与能力, 考查, 中学生心理辅导)', '(教育知识与能力, 考查内容, 中学班级管理与教师心理)']"
证书考试,全国中小学教师资格考试笔试,考试篇,问：“学科知识与教学能力” 主要考查哪些知识和能力？答：每个学科的考试大纲根据本学科的特点制定，基本包含学科知识、教学设计、教学实施和教学评价的内容。,"['(全国中小学教师资格考试笔试, 包含科目, 学科知识与教学能力)', '(学科, 具有, 考试大纲)', '(考试大纲, 包含, 学科知识)', '(考试大纲, 包含, 教学设计)', '(考试大纲, 包含, 教学实施)', '(考试大纲, 包含, 教学评价)', '(学科知识与教学能力, 依据, 考试大纲)']"
证书考试,全国中小学教师资格考试笔试,考试篇,问：准考证如何获取与打印？答：报名结束后，考试院根据各区报名情况和考点设置情况随机完成考场编排，生成考生准考证。准考证由考生在规定时间内自行登录中小学教师资格考试网进行下载和打印，考生必须按照准考证上的时间、地点参加考试。注：2023年上半年下载时间3月6日—3月11日、下半年9月11日—9月16日。,"['(教育考试院, 生成, 准考证)', '(教育考试院, 编排, 考场)', '(考生, 下载并打印, 准考证)', '(中小学教师资格考试报名网站, 提供下载, 准考证)', '(中小学教师资格考试报名网站, 提供下载, 准考证)']"
证书考试,全国中小学教师资格考试笔试,考试篇,问：身份证遗失了，能参加考试吗？答：按照教育部教育考试院及上海市教育考试院要求，考生必须提供身份证原件或公安部门开具的临时身份证参加考试，准考证上的“姓名”和“证件号码”信息与所持上述身份证件上不一致者，不得参加考试。,"['(全国中小学教师资格考试笔试, 监管机构, 教育考试院)', '(全国中小学教师资格考试笔试, 遵循要求, 教育部教育考试院及上海市教育考试院)', '(临时身份证, 考试中可替代, 身份证原件)', '(全国中小学教师资格考试笔试, 必须提供, 身份证原件或公安部门开具的临时身份证)', '(全国中小学教师资格考试笔试, 必须提供, 临时身份证)']"
证书考试,全国中小学教师资格考试笔试,考试篇,问：个人信息在,"['(全国中小学教师资格考试笔试, 属于, 证书考试)', '(考试篇, 属于, 全国中小学教师资格考试笔试)']"
证书考试,全国中小学教师资格考试笔试,考试篇,问：香港/澳门/台湾在上海就读的在校生，参加考试需要持什么身份证件？  答：按照教育部教育考试院及上海市教育考试院要求，港澳台考生必须提供港澳台居民居住证或港澳居民来往内地通行证或台湾居民来往大陆通行证（五年有效期）进入考场，准考证上的“姓名”和“证件号码”信息与所持上述身份证件上不一致者，不得参加考试。,"['(在校生, 就读地, 上海)', '(全国中小学教师资格考试笔试, 要求证件, 港澳居民来往内地通行证)', '(准考证, 包含信息, 证件号码)', '(教育考试院, 制定要求, 全国中小学教师资格考试笔试)']"
证书考试,全国中小学教师资格考试笔试,考试篇,问：中小学教师资格考试采用什么考试方式？答：考试分为笔试和面试两部分。笔试采用纸笔考试方式进行。具体考试方式将根据教育部教育考试院统一部署执行。面试采用结构化面试、情景模拟等方式进行，考生通过抽题、备课、试讲、答辩等环节，完成面试。笔试各科目考试时间为120分钟，面试考试时间为20分钟。,[]
证书考试,全国中小学教师资格考试笔试,考试篇,问：中小学教师资格考试笔试和面试有哪些科目？ 答：（1）幼儿园中小学教师资格考试笔试科目一为“综合素质”，科目二为“保教知识与能力”。面试不分科目。（2）小学中小学教师资格考试笔试科目一为“综合素质”，科目二为“教育教学知识与能力”。面试科目：语文、数学、英语、社会、科学、体育、音乐、心理健康教育、信息技术，共10个学科。（3）初级中学教师资格和高级中学教师资格，考试笔试科目一为“综合素质”，科目二为“教育知识与能力”，科目三为“学科知识与教学能力”。初级中学教师资格面试科目：语文、数学、英语、思想品德（政治）、历史、地理、物理、化学、生物、音乐、体育与健康、美术、信息科技、历史与社会、科学、心理健康教育、日语、俄语，共18个学科。高级中学教师资格面试科目：语文、数学、英语、思想品德（政治）、历史、地理、物理、化学、生物、音乐、体育与健康、美术、信息科技、通用技术、心理健康教育、日语、俄语共17个学科。（4）申请中等职业学校文化课教师资格的人员笔试参加高级中学教师资格考试，面试科目同高级中学。（5）申请中等职业学校专业课和中等职业学校实习指导教师资格的人员笔试参加高级中学中小学教师资格考试“综合素质”和“教育知识与能力”两科考试。“专业（学科）知识与教学能力”考试，主要结合面试进行考查。,"['(幼儿园教师资格考试笔试, 科目一, 综合素质)', '(幼儿园, 笔试科目二名称, 保教知识与能力)', '(幼儿园教师资格考试, 面试科目, 不分科目)', '(小学教师资格考试, 笔试科目一, 综合素质)', '(小学, 面试科目包含, 语文)', '(小学, 面试科目包含, 数学)', '(小学教师资格考试, 面试科目包含, 英语)', '(小学, 面试科目包含, 社会)', '(小学, 面试科目包含, 科学)', '(小学教师资格考试, 面试科目, 体育)', '(小学, 面试科目, 音乐)', '(小学, 面试科目包含, 心理健康教育)', '(小学教师资格考试, 面试科目包含, 信息技术)', '(初级中学教师资格, 笔试科目一, 综合素质)', '(初级中学, 笔试科目二, 教育知识与能力)', '(初级中学教师资格, 科目三为, 学科知识与教学能力)', '(初级中学教师资格, 面试科目, 语文)', '(初级中学教师资格, 面试科目包含, 数学)', '(初级中学教师资格, 面试科目, 英语)', '(初级中学教师资格, 面试科目包含, 历史)', '(初级中学, 面试科目包含, 地理)', '(初级中学教师资格, 面试科目, 物理)', '(初级中学教师资格, 面试科目包含, 化学)', '(初级中学教师资格, 面试科目包含, 生物)', '(初级中学教师资格, 面试科目包含, 音乐)', '(初级中学教师资格, 面试科目包含, 体育与健康)', '(初级中学教师资格, 面试科目包含, 美术)', '(初级中学教师资格, 面试科目包含, 信息科技)', '(初级中学教师资格, 面试科目包含, 历史与社会)', '(初级中学, 面试科目包含, 科学)', '(初级中学教师资格, 面试科目包含, 心理健康教育)', '(初级中学, 面试科目, 日语)', '(初级中学教师资格, 包含科目, 俄语)', '(高级中学教师资格考试, 笔试科目一, 综合素质)', '(高级中学, 笔试科目二, 教育知识与能力)', '(高级中学教师资格, 笔试科目三, 学科知识与教学能力)', '(高级中学教师资格, 面试科目包含, 语文)', '(高级中学, 面试科目包含, 数学)', '(高级中学教师资格, 面试科目包含, 英语)', '(高级中学, 面试科目包含, 历史)', '(高级中学, 面试科目包含, 地理)', '(高级中学, 面试科目包含, 物理)', '(高级中学教师资格, 面试科目包含, 化学)', '(高级中学, 面试科目, 生物)', '(高级中学, 面试科目包含, 音乐)', '(高级中学教师资格, 面试科目包含, 体育与健康)', '(高级中学教师资格, 面试科目包含, 美术)', '(高级中学教师资格, 面试科目包含, 信息科技)', '(高级中学, 面试科目包含, 通用技术)', '(高级中学, 面试科目包含, 心理健康教育)', '(高级中学教师资格, 面试科目包含, 日语)', '(高级中学教师资格, 面试科目, 俄语)', '(中等职业学校文化课教师资格, 笔试参加, 高级中学教师资格考试)', '(中等职业学校文化课教师资格, 面试科目同于, 高级中学教师资格)', '(中等职业学校专业课教师资格, 笔试科目包含, 综合素质)', '(中等职业学校专业课教师资格, 笔试科目包含, 教育知识与能力)', '(中等职业学校实习指导教师资格, 笔试科目包含, 综合素质)', '(中等职业学校实习指导教师资格, 笔试科目包含, 教育知识与能力)', '(中等职业学校实习指导教师资格, 考试结合方式, 面试)']"
证书考试,全国中小学教师资格考试笔试,考试篇,问：考试成绩如何确定？答：笔试成绩合格线由教育部确定。笔试单科合格成绩两年有效。笔试各科成绩合格者，方可参加面试。上海市教育委员会确定面试合格成绩。笔试和面试合格后由教育部教育考试院颁发中小学教师资格考试合格证明（如有需要，考生可自行通过中小学教师资格考试网（ntce.neea.edu.cn）查询、打印“网页版”考试合格证明），作为申请认定教师资格的必要条件。,"['(教育部, 确定, 笔试成绩合格线)', '(笔试单科合格成绩, 有效期, 两年)', '(笔试各科成绩合格者, 可参加, 面试)', '(上海市教育委员会, 确定, 面试合格成绩)', '(教育考试院, 颁发, 中小学教师资格考试合格证明)', '(申请认定教师资格, 必要条件, 中小学教师资格考试合格证明)', '(中小学教师资格考试报名网站, 提供查询服务, 中小学教师资格考试合格证明)', '(中小学教师资格考试报名网站, 支持打印, 中小学教师资格考试合格证明)']"
证书考试,全国计算机等级考试（NCRE),结果篇,问：在外省通过中小学教师资格证部分科目考试，到上海是否需要重新报考？答：可以。只要成绩在有效期内，笔试合格成绩全国通用。考生只要选择本人的户籍、居住证、学籍所在地继续报名未通过的科目即可，成绩的合并由教育部教育考试院负责。,"['(全国中小学教师资格考试笔试, 包含, 科目考试)', '(户籍所在地, 允许选择作为报名地点, 未通过的科目)', '(教育考试院, 负责, 成绩的合并)']"
证书考试,全国计算机等级考试（NCRE),结果篇,问：笔试成绩在哪里查询？答：考生自行登录报名系统中小学教师资格考试官网（http://ntce.neea.edu.cn/）成绩查询界面查询。,"['(全国计算机等级考试, 简称, NCRE)', '(笔试成绩, 查询入口, 中小学教师资格考试官网成绩查询界面)', '(笔试成绩, 查询入口, 中小学教师资格考试官网成绩查询界面)']"
证书考试,全国计算机等级考试（NCRE),结果篇,问：中小学教师资格考试如何查询成绩？答：一般考试结束后30个工作日开放查询成绩，具体时间以报名文件为准，届时考生可通过中小学教师资格网（http://ntce.neea.edu.cn）自行查询本人成绩。 注：2023年上半年4月13日19点、下半年11月8日10点。,"['(全国中小学教师资格考试笔试, 查询时间依据, 报名文件)', '(全国中小学教师资格考试笔试, 成绩查询入口, 中小学教师资格考试报名网站)', '(全国中小学教师资格考试笔试, 成绩查询开放时间, 2023年上半年4月13日19点)']"
证书考试,全国计算机等级考试（NCRE),结果篇,问：中小学教师资格考试笔试如何成绩复核？答：考生在笔试成绩公布后，如对本人的考试成绩有异议，可在考试成绩公布后10个工作日内登录上海市教育考试院网站（http://www.shmeea.edu.cn）申请网上成绩复核。成绩复核只核查考生答卷是否有漏评、加分错、登分错，不重新评阅答卷；复核结果只向考生提供所复核科目成绩总分，不得查阅答卷。上海市教育考试院负责收集复核考生申请信息，教育部教育考试院负责统一进行成绩复核工作。如果考生因成绩复核结果反馈延误了面试报名，教育部教育考试院将给考生开放面试补报名通道。注：2023年上半年复核时间4月14日10:00至4月27日10:00期间、下半年11月8日10:00至11月22日10:00期间。,"['(全国中小学教师资格考试笔试, 可申请, 成绩复核)', '(中小学教师资格考试考生, 申请, 成绩复核)', '(教育考试院, 负责统一进行, 成绩复核)', '(教育考试院, 开放, 面试补报名通道)', '(面试补报名通道, 用于补救, 面试报名延误)']"
证书考试,全国计算机等级考试（NCRE),结果篇,问：中小学教师资格考试笔试、面试考试合格证明有限期多长？答：笔试单科成绩有效期为2年，笔试各科成绩合格并在有效期内方可参加面试，笔试和面试的均合格者由教育部教育考试院颁发教师资格考试合格证明，教师资格考试合格证明有效期为3年。,"['(全国中小学教师资格考试笔试, 包含, 笔试)', '(全国中小学教师资格考试笔试, 包含, 面试考试)', '(笔试单科成绩, 有效期, 两年)', '(教师资格考试合格证明, 有效期, 3年)', '(教育考试院, 颁发, 教师资格考试合格证明)']"
证书考试,全国计算机等级考试（NCRE),结果篇,问：考试合格证明如何获取？答：考生经笔试和面试均合格后，可自行登录中小学教师资格考试网（http://ntce.neea.edu.cn）查询、打印“网页版”考试合格证明，提供给相关认定机构使用，有效期以考试合格证明上标示的时间为准。,"['(全国计算机等级考试, 缩写为, NCRE)', '(全国计算机等级考试, 属于, 证书考试)', '(考试合格证明, 获取条件, 笔试和面试均合格)', '(考试合格证明, 获取条件, 笔试和面试均合格)', '(考试合格证明, 形式, 网页版)', '(考试合格证明, 有效期依据, 考试合格证明上标示的时间)', '(考试合格证明, 提供给, 相关认定机构)', '(考生, 查询并打印, 考试合格证明)']"
证书考试,全国计算机等级考试（NCRE),结果篇,问：教师资格如何申请认定？答：通过中小学教师资格考试，笔试、面试均合格且在有效期内考生，可于每年2-3月期间、8月下旬关注上海市教师教育学院主办的上海教育人才网（https://shehr.shec.edu.cn/）中相关教师资格认定条件与申请流程公告，符合条件的考生可在每年上、下半年规定时间内登录上海市人民政府一网通办（http://zwdt.sh.gov.cn/govPortals/index.do），申请教师资格认定。2023年全国英语等级考试上海考区停考。,[]
证书考试,全国计算机等级考试（NCRE),报名篇,问：全国计算机等级考试的报考资格？答：报名者不受年龄、职业、学历等限制，均可根据自己学习情况和实际能力选考相应的级别和科目。,"['(全国计算机等级考试, 简称, NCRE)', '(报名者, 可报考, 全国计算机等级考试)', '(全国计算机等级考试, 报考资格不受限制, 学历)', '(全国计算机等级考试报名者, 选考, 级别和科目)', '(报名者, 选考, 科目)']"
证书考试,全国计算机等级考试（NCRE),报名篇,问：全国计算机等级考试时间？答：上海考区考试时间一般为每年3月、9月、12月。具体考试时间请关注“上海招考热线”网站（http://www.shmeea.edu.cn）相关公告。注：2023年报名时间：3月2日至5日每天10:00-16:00；8月31日至9月4日每天10:00-16:00；11月2日至4日每天10:00-16:00。,"['(全国计算机等级考试, 简称, NCRE)', '(全国计算机等级考试2023年报名时间, 包含, 11月2日至4日)', '(上海考区, 官方网站, 上海招考热线网站)']"
证书考试,全国计算机等级考试（NCRE),报名篇,问：全国计算机等级考试怎么报名？答：考生可访问统一的报名网址（教育网：https://ncre-bm.neea.edu.cn；公网：https://ncre-bm.neea.cn；），选择“上海市”入口进入登录页面，按照相关提示完成账号注册、信息填写、照片上传、缴费等网报步骤。首次登录系统需要注册获取登录通行证，若考生已有通行证账号，可以直接登录报名。,"['(NCRE, 全称, 全国计算机等级考试)', '(考生, 访问, 统一的报名网址)', '(考生, 选择报名入口, 上海)', '(网报步骤, 包括, 账号注册)', '(网报步骤, 包含步骤, 信息填写)', '(全国计算机等级考试网报步骤, 包括, 照片上传)', '(账号注册, 生成, 登录通行证)']"
证书考试,全国计算机等级考试（NCRE),报名篇,问：全国计算机等级考试费用每科多少？答：2023年每科目105元。,"['(全国计算机等级考试, 英文缩写, NCRE)', '(全国计算机等级考试, 2023年每科目费用, 105元)']"
证书考试,全国计算机等级考试（NCRE),报名篇,问：全国计算机等级考试错过报名时间，是否可以补报名？答：错过报名时间，不能补报名。,"['(全国计算机等级考试, 缩写为, NCRE)', '(全国计算机等级考试, 不支持, 补报名)']"
证书考试,全国计算机等级考试（NCRE),报名篇,问：全国计算机等级考试报名缴费后不想参加考试，可以退费吗？答：因自身原因无法参加考试的考生不能申请退费。,[]
